,Имя покупателя,Дата выдачи,сумма займа,процент годовых,название банка
9536,Уткин Марк,2021-2-27,3700,7.0,Инвестбанк
9537,Глухова Надежда,2018-1-6,38000,0.5,Стальстрой банк
9538,Розанова Ника,2022-10-17,31000,0.5,Стальстрой банк
9539,Васильев Лев,2020-1-14,12400,2.0,ВАШ БАНК
9540,Васильев Фёдор,2021-12-16,33000,0.5,Стальстрой банк
9541,Майоров Никита,2019-4-16,11000,2.0,ВАШ БАНК
9542,Филатова Алиса,2019-9-1,27000,0.5,Стальстрой банк
9543,Морозова Анна,2022-10-9,29000,0.5,Стальстрой банк
9544,Чернов Артемий,2018-4-24,3000,8.0,Инвестбанк
9545,Сидорова Вероника,2021-8-26,3100,7.0,РосТоргПром банк
9546,Краснов Дмитрий,2018-10-6,4600,6.0,Инвестбанк
9547,Белов Никита,2018-9-19,4600,6.0,РосТоргПром банк
9548,Копылова Валерия,2020-9-26,30000,0.5,Стальстрой банк
9549,Краснова Анастасия,2021-1-13,39000,0.5,Стальстрой банк
9550,Смирнова Полина,2019-1-7,16000,1.0,ВАШ БАНК
9551,Белов Артём,2019-1-23,900,10.0,РосТоргПром банк
9552,Муратова Дарья,2018-6-24,13100,2.0,ВАШ БАНК
9553,Меркулова Марина,2022-6-1,3400,7.0,Инвестбанк
9554,Савельева Мадина,2022-8-7,44000,0.5,Стальстрой банк
9555,Ситников Матвей,2020-5-22,29000,0.5,Стальстрой банк
9556,Агафонов Ярослав,2020-12-24,45000,0.5,Стальстрой банк
9557,Логинов Дмитрий,2020-7-15,9200,3.0,ВАШ БАНК
9558,Богомолов Егор,2022-10-16,14900,2.0,ВАШ БАНК
9559,Смирнов Никита,2022-11-9,4300,6.0,Инвестбанк
9560,Крылова Анна,2019-8-3,19000,1.0,ВАШ БАНК
9561,Васильева Ксения,2018-1-11,31000,0.5,Стальстрой банк
9562,Васильев Лев,2021-6-5,3000,8.0,РосТоргПром банк
9563,Белоусова Вероника,2021-8-19,4400,6.0,РосТоргПром банк
9564,Смирнова Ксения,2018-1-26,4800,6.0,РосТоргПром банк
9565,Алексеева Елизавета,2022-9-14,9400,3.0,ВАШ БАНК
9566,Павлов Лев,2020-3-28,1300,9.0,РосТоргПром банк
9567,Иванов Тимофей,2019-4-17,39000,0.5,Стальстрой банк
9568,Сорокина Кира,2022-3-26,3700,7.0,РосТоргПром банк
9569,Соколова Вероника,2021-11-26,32000,0.5,Стальстрой банк
9570,Кузин Иван,2022-3-13,46000,0.5,Стальстрой банк
9571,Куприянова Василиса,2018-1-14,1800,9.0,РосТоргПром банк
9572,Лобанов Роман,2019-11-22,27000,0.5,Стальстрой банк
9573,Титова Дарья,2020-9-7,1400,9.0,Инвестбанк
9574,Комарова Аиша,2020-7-18,3000,8.0,Инвестбанк
9575,Филиппов Олег,2021-2-12,34000,0.5,Стальстрой банк
9576,Кузнецова Стефания,2020-8-4,4900,6.0,Инвестбанк
9577,Кириллов Тимофей,2018-7-21,600,10.0,Инвестбанк
9578,Морозов Семён,2021-7-4,2400,8.0,Инвестбанк
9579,Рыжов Алексей,2018-7-24,26000,0.5,Стальстрой банк
9580,Сомов Ярослав,2018-10-16,13900,2.0,ВАШ БАНК
9581,Субботин Илья,2022-11-16,40000,0.5,Стальстрой банк
9582,Губанов Алексей,2021-4-11,1000,10.0,РосТоргПром банк
9583,Белов Артём,2020-6-12,1600,9.0,РосТоргПром банк
9584,Зорина Василиса,2022-2-20,3900,7.0,Инвестбанк
9585,Серов Максим,2021-11-1,17900,1.0,ВАШ БАНК
9586,Морозов Семён,2022-10-5,1500,9.0,Инвестбанк
9587,Павлова Нина,2022-2-8,1200,9.0,РосТоргПром банк
9588,Софронов Илья,2020-3-22,10600,2.0,ВАШ БАНК
9589,Фомина Валерия,2021-2-3,17900,1.0,ВАШ БАНК
9590,Куприянова Василиса,2018-12-6,15500,1.0,ВАШ БАНК
9591,Беляев Игорь,2018-9-8,4400,6.0,РосТоргПром банк
9592,Белов Никита,2020-8-28,4500,6.0,РосТоргПром банк
9593,Васильев Лев,2021-4-23,16500,1.0,ВАШ БАНК
9594,Волкова Милана,2020-1-22,18700,1.0,ВАШ БАНК
9595,Софронов Тимофей,2022-6-6,16000,1.0,ВАШ БАНК
9596,Новиков Егор,2022-11-3,4000,7.0,Инвестбанк
9597,Фокина Кристина,2020-6-24,1100,9.0,РосТоргПром банк
9598,Михайлов Илья,2019-9-9,36000,0.5,Стальстрой банк
9599,Софронов Тимофей,2018-11-12,1200,9.0,РосТоргПром банк
9600,Волков Владислав,2021-8-16,4300,6.0,Инвестбанк
9601,Иванов Илья,2022-12-3,500,10.0,Инвестбанк
9602,Короткова Альбина,2020-6-23,3200,7.0,РосТоргПром банк
9603,Артемова София,2022-2-14,1900,9.0,РосТоргПром банк
9604,Поляков Всеволод,2019-4-20,49000,0.5,Стальстрой банк
9605,Воронин Ибрагим,2020-2-3,1400,9.0,Инвестбанк
9606,Поляков Павел,2021-6-3,19100,1.0,ВАШ БАНК
9607,Голубева Вероника,2022-3-5,3400,7.0,РосТоргПром банк
9608,Никитин Елисей,2018-2-28,2700,8.0,РосТоргПром банк
9609,Смирнова Валерия,2018-8-18,3600,7.0,РосТоргПром банк
9610,Тихонова Юлия,2019-6-22,15600,1.0,ВАШ БАНК
9611,Фирсова Ульяна,2018-12-4,18500,1.0,ВАШ БАНК
9612,Иванова Алиса,2018-5-19,1300,9.0,РосТоргПром банк
9613,Пономарев Всеволод,2019-9-11,3400,7.0,РосТоргПром банк
9614,Мешкова Мария,2020-7-19,2100,8.0,Инвестбанк
9615,Морозова Анна,2022-3-24,3300,7.0,РосТоргПром банк
9616,Горшкова Екатерина,2020-1-4,4100,6.0,РосТоргПром банк
9617,Новиков Фёдор,2021-6-18,9400,3.0,ВАШ БАНК
9618,Смирнов Никита,2018-4-7,48000,0.5,Стальстрой банк
9619,Смирнов Никита,2021-2-21,2200,8.0,Инвестбанк
9620,Соколова Елизавета,2019-2-7,14400,2.0,ВАШ БАНК
9621,Александрова Ангелина,2019-6-9,8100,3.0,ВАШ БАНК
9622,Морозов Матвей,2019-3-17,3600,7.0,РосТоргПром банк
9623,Андрианова Вероника,2018-10-19,900,10.0,РосТоргПром банк
9624,Куприянова Василиса,2018-10-14,4900,6.0,Инвестбанк
9625,Смирнова Олеся,2018-6-6,48000,0.5,Стальстрой банк
9626,Соловьева Алиса,2022-10-12,4800,6.0,РосТоргПром банк
9627,Шевелева Василиса,2018-4-24,18400,1.0,ВАШ БАНК
9628,Киселева Мария,2022-11-10,3000,8.0,РосТоргПром банк
9629,Рыжов Алексей,2019-4-14,700,10.0,РосТоргПром банк
9630,Новиков Роберт,2022-12-6,1300,9.0,РосТоргПром банк
9631,Морозова Анна,2019-3-28,4000,7.0,Инвестбанк
9632,Краснов Дмитрий,2019-6-1,34000,0.5,Стальстрой банк
9633,Иванова Яна,2021-5-6,3400,7.0,РосТоргПром банк
9634,Коновалова Ирина,2022-3-6,1900,9.0,Инвестбанк
9635,Леонов Матвей,2021-7-19,4800,6.0,Инвестбанк
9636,Александрова Ангелина,2019-4-27,36000,0.5,Стальстрой банк
9637,Сухарева Малика,2020-1-21,4600,6.0,Инвестбанк
9638,Комарова Аиша,2021-7-14,28000,0.5,Стальстрой банк
9639,Иванов Тимур,2018-6-16,19700,1.0,ВАШ БАНК
9640,Жуков Арсений,2019-12-22,12200,2.0,ВАШ БАНК
9641,Малышев Артур,2020-11-12,2900,8.0,Инвестбанк
9642,Комарова Аиша,2019-1-17,1700,9.0,Инвестбанк
9643,Горбунова Мария,2019-10-12,1400,9.0,РосТоргПром банк
9644,Крылова Анна,2021-9-15,47000,0.5,Стальстрой банк
9645,Поляков Артемий,2019-9-17,800,10.0,Инвестбанк
9646,Губанов Алексей,2020-4-17,4600,6.0,Инвестбанк
9647,Гусева София,2022-11-25,45000,0.5,Стальстрой банк
9648,Ананьев Лев,2018-5-24,17700,1.0,ВАШ БАНК
9649,Журавлев Давид,2018-9-26,33000,0.5,Стальстрой банк
9650,Грачева Ксения,2019-1-27,3300,7.0,Инвестбанк
9651,Зорина Василиса,2021-11-5,4700,6.0,РосТоргПром банк
9652,Морозова Анна,2020-2-17,46000,0.5,Стальстрой банк
9653,Яковлев Алексей,2018-12-8,2000,9.0,РосТоргПром банк
9654,Лазарев Григорий,2020-6-10,1300,9.0,РосТоргПром банк
9655,Русанова Майя,2021-7-23,13600,2.0,ВАШ БАНК
9656,Маркелова Софья,2018-1-11,3300,7.0,Инвестбанк
9657,Меркулова Марина,2019-6-28,2400,8.0,Инвестбанк
9658,Маркелова Софья,2019-10-24,2600,8.0,Инвестбанк
9659,Григорьев Ярослав,2021-1-11,700,10.0,РосТоргПром банк
9660,Пугачева Юлия,2021-8-7,1400,9.0,РосТоргПром банк
9661,Карасев Кирилл,2020-11-18,28000,0.5,Стальстрой банк
9662,Морозов Семён,2022-3-22,19800,1.0,ВАШ БАНК
9663,Копылова Валерия,2020-2-12,2400,8.0,РосТоргПром банк
9664,Новиков Егор,2020-10-26,3100,7.0,РосТоргПром банк
9665,Соколова Вероника,2018-7-12,12200,2.0,ВАШ БАНК
9666,Давыдова София,2020-9-20,19100,1.0,ВАШ БАНК
9667,Волошина Анна,2019-6-21,39000,0.5,Стальстрой банк
9668,Розанова Ника,2022-10-10,1900,9.0,Инвестбанк
9669,Савельева Мадина,2021-4-15,36000,0.5,Стальстрой банк
9670,Иванова Яна,2019-10-28,45000,0.5,Стальстрой банк
9671,Дементьева Дарья,2021-4-23,3100,7.0,РосТоргПром банк
9672,Макаров Матвей,2021-3-6,4700,6.0,РосТоргПром банк
9673,Алексеева Мария,2019-3-5,3700,7.0,Инвестбанк
9674,Грачева Ксения,2018-5-11,16100,1.0,ВАШ БАНК
9675,Матвеева Ксения,2021-1-4,27000,0.5,Стальстрой банк
9676,Прохорова Мария,2020-5-6,10400,2.0,ВАШ БАНК
9677,Медведева Виктория,2019-10-27,1300,9.0,РосТоргПром банк
9678,Туманов Владимир,2019-1-28,1200,9.0,РосТоргПром банк
9679,Соколов Илья,2018-2-23,44000,0.5,Стальстрой банк
9680,Макаров Матвей,2021-10-3,42000,0.5,Стальстрой банк
9681,Фирсова Ульяна,2019-1-18,500,10.0,РосТоргПром банк
9682,Алексеева Мария,2019-11-22,11500,2.0,ВАШ БАНК
9683,Матвеева Ксения,2022-6-15,2900,8.0,РосТоргПром банк
9684,Антонова Василиса,2019-10-12,2000,9.0,Инвестбанк
9685,Васильев Максим,2022-2-2,46000,0.5,Стальстрой банк
9686,Семенова Мария,2018-3-16,17800,1.0,ВАШ БАНК
9687,Васильев Сергей,2021-8-11,33000,0.5,Стальстрой банк
9688,Егорова Вероника,2022-12-27,1800,9.0,РосТоргПром банк
9689,Ларионова Стефания,2020-11-25,3900,7.0,Инвестбанк
9690,Поляков Павел,2018-3-23,34000,0.5,Стальстрой банк
9691,Анисимов Матвей,2022-4-25,3100,7.0,Инвестбанк
9692,Басов Иван,2022-12-3,3600,7.0,РосТоргПром банк
9693,Волкова Милана,2018-8-19,4500,6.0,Инвестбанк
9694,Румянцева Виктория,2018-10-12,2500,8.0,Инвестбанк
9695,Петрова Александра,2020-1-14,2300,8.0,РосТоргПром банк
9696,Семенова Мария,2022-2-12,40000,0.5,Стальстрой банк
9697,Субботин Илья,2019-3-2,44000,0.5,Стальстрой банк
9698,Субботин Илья,2018-1-10,2400,8.0,Инвестбанк
9699,Иванов Илья,2021-6-16,31000,0.5,Стальстрой банк
9700,Горшкова Екатерина,2022-2-18,43000,0.5,Стальстрой банк
9701,Кулагина Василиса,2021-10-6,4500,6.0,РосТоргПром банк
9702,Григорьев Ярослав,2021-5-14,4500,6.0,Инвестбанк
9703,Волкова Милана,2022-3-19,25000,0.5,Стальстрой банк
9704,Жукова Милана,2022-2-8,45000,0.5,Стальстрой банк
9705,Беляев Игорь,2018-9-5,47000,0.5,Стальстрой банк
9706,Коровин Сергей,2021-6-4,9300,3.0,ВАШ БАНК
9707,Краснов Дмитрий,2022-7-6,4600,6.0,Инвестбанк
9708,Максимова Ульяна,2019-6-3,800,10.0,Инвестбанк
